Name,Scene,Start,End,Loop
sHSankakumokuba,scene1,0,4767,true
sHSankakumokuba,scene2,0,4767,true
sHSankakumokuba,finish,0,4767,false
sHSandWitchTrap,scene1,0,4767,true
sHSandWitchTrap;enemy_skin=finish,scene1,0,4767,false
sHFallStatue,scene1,0,4767,true
sHFallStatue,scene2,0,4767,true
sHFallStatue,scene3,0,4767,true
sHFallStatue,pre-finish2,0,4767,false
sHFallStatue,finish,0,4767,false
sHIllusionStatue,scene1,0,4767,true
sHIllusionStatue,scene2,0,4767,true
sHIllusionStatue,scene3,0,4767,true
sHIllusionStatue,finish,0,4767,false
sNikuSlimeH,scene1,0,4767,true
sNikuSlimeH,scene2,0,4767,true
sNikuSlimeH,finish,0,4767,false
sHSlimeMiddle,scene1,0,4767,true
sHSlimeMiddle,scene2,0,4767,true
sHSlimeMiddle,scene3,0,4767,true
sHSlimeMiddle,pre-finish,0,4767,false
sHSlimeMiddle,finish,0,4767,false
sHTentacle2,scene1,0,4767,true
sHTentacle2,scene2,0,4767,true
sHTentacle2,finish,0,4767,false
sHDeathFly,scene1,0,4767,true
sHDeathFly,scene2,0,4767,true
sHDeathFly,finish,0,4767,false
sSeisiGate,scene1,0,4767,true
sSeisiGate,scene2,0,4767,true
sSeisiGate,scene3,0,4767,true
sSeisiGate,finish,0,4767,false
sHGateBox,scene1,0,4767,true
sHGateBox,scene2,0,4767,true
sHGateBox,finish,0,4767,false
sHYotuashi,scene1,0,4767,true
sHYotuashi,scene2,0,4767,true
sHYotuashi,scene3,0,4767,true
sHYotuashi,scene4,0,4767,true
sHYotuashi,scene5,0,4767,true
sHYotuashi,finish,0,4767,false
sNingyoH,scene1,0,4767,true
sNingyoH,scene2,0,4767,true
sNingyoH,scene3,0,4767,true
sNingyoH,scene4,0,4767,true
sNingyoH,finish,0,4767,false
sBackGirl3,idle,0,4767,true
sBackGirl3,scene1,0,4767,true
sBackGirl3,scene2,0,4767,true
sBackGirl1,scene1,0,4767,true
sBackGirlSlime1,scene1,0,4767,true
sBackGirlSlime2,scene1,0,4767,true
sDeathRoomGirl_1,scene1,0,4767,true
sDeathRoomGirl_2,scene1,0,4767,true
sMeatTree,idle,0,4767,true
sMeatTree,scene1,0,4767,true
sBackGirl2,idle,0,4767,true
sBackGirl2,scene1,0,4767,true
sSeishiHassyaTrap,idle,0,4767,true
sSeishiHassyaTrap,pre-attack,0,4767,true
sSeishiHassyaTrap,attack,0,4767,true
sCyclopusBackGirl,scene1,0,4767,true
sHGameOver_3,scene1,0,4767,true
sHGameOver_3,scene2,0,4767,true
sHGameOver_2,scene1,0,4767,true
sHGameOver_2,scene2,0,4767,true
sHGameOver_1,animation,0,4767,true
sHFairy1,start,0,4767,true
sHFairy1,idle,0,4767,true
sHFairy2,start,0,4767,true
sHFairy2,scene1,0,4767,true
sHFairy2,scene2,0,4767,true
sHFairy2,scene3,0,4767,true
sHFairy3,scene1,0,4767,true
sHFairy3,scene2,0,4767,true
sHFairy3,scene3,0,4767,true
sHFairy3,scene4,0,4767,true
sHFairy3,scene5,0,4767,true
sHBigFairy1,scene1,0,4767,true
sHBigFairy1,scene2,0,4767,true
sHBigFairy1,scene3,0,4767,true
sHBigFairy1,scene4,0,4767,true
sHBigFairy2,start,0,4767,true
sHBigFairy2,scene1,0,4767,true
sHBigFairy2,scene2,0,4767,true
sHBigFairy2,scene3,0,4767,true
sHBigFairy2,scene4,0,4767,true
sHBigFairy2,scene4_1,0,4767,true
sHBigFairy3,scene1,0,4767,true
sHBigFairy3,scene2,0,4767,true
sHBigFairy3,scene3,0,4767,true
sHBigFairy3,scene4,0,4767,true
sHBigFairy3,scene5,0,4767,true
sHBigFairy3,scene6_1,0,4767,true
