Name,Scene,Start,End,Loop
sKamakiriH,end_finish,1429000,1432700,false
sKamakiriDownH,start,1434366,1442366,false
sKamakiriDownH,scene3,1443266,1446600,true
sKamakiriDownH,scene2,1446866,1452866,true
sKamakiriDownH,scene1,1453733,1460933,true
sKamakiriDownH,pre_finish,1461466,1464466,true
sKamakiriDownH,finish,1464733,1470733,false
sKamakiriDownH,end_finish,1472799,1481000,false
sAlrauneH,start,1482133,1485833,false
sAlrauneH,scene3,1487200,1497866,true
sAlrauneH,scene2,1498800,1504400,true
sAlrauneH,scene1,1504966,1510299,true
sAlrauneH,pre_finish,1510566,1513900,true
sAlrauneH,gameover,1514166,1524833,true
sAlrauneH,finish,1525800,1531133,false
sAlrauneH,end_finish,1533933,1539433,false
sAlrauneDownH,start,1544333,1546500,false
sAlrauneDownH,scene3,1547533,1554199,true
sAlrauneDownH,scene2,1555199,1560533,true
sAlrauneDownH,scene1,1561099,1566433,true
sAlrauneDownH,pre_finish,1566900,1570566,true
sAlrauneDownH,finish,1570833,1576533,false
sAlrauneDownH,end_finish,1577100,1581800,false
sSandWarmH,start,1583133,1584466,false
sSandWarmH,scene3,1586400,1591199,true
sSandWarmH,scene2,1591333,1596666,true
sSandWarmH,scene1,1597099,1603099,true
sSandWarmH,pre_finish,1604133,1607800,true
sSandWarmH,gameover,1607933,1613266,true
sSandWarmH,finish,1613566,1617566,false
sSandWarmH,end_finish,1619033,1621833,false
sSandWarmDownH,start,1623166,1624833,false
sSandWarmDownH,scene3,1625666,1629866,true
sSandWarmDownH,scene2,1630333,1636333,true
sSandWarmDownH,scene1,1636766,1641033,true
sSandWarmDownH,pre_finish,1641333,1644999,true
sSandWarmDownH,finish,1645466,1650133,false
sSandWarmDownH,end_finish,1651266,1653966,false
sCleanerModokiH,start,1657799,1660000,false
sCleanerModokiH,scene3,1662766,1669766,true
sCleanerModokiH,scene2,1670033,1676833,true
sCleanerModokiH,scene1,1677799,1683133,true
sCleanerModokiH,pre_finish,1683633,1687966,true
sCleanerModokiH,gameover,1688066,1694066,true
sCleanerModokiH,finish,1694133,1699633,false
sCleanerModokiH,end_finish,1700466,1704666,false
sCleanerModoki,idle,1707833,1710066,true
sArea3_4Enemy1,walk,1710799,1711800,true
sArea3_4Enemy1,idle,1712766,1714766,true
sArea3_4Enemy1,damage,1715099,1716099,false
sArea3_4Enemy1,attack1,1716866,1718199,true
sArea3_4Enemy2,walk,1719566,1720566,true
sArea3_4Enemy2,idle,1722266,1724266,true
sArea3_4Enemy2,damage,1724600,1725600,false
sArea3_4Enemy2,attack1,1726000,1727333,true
sArea3_4Enemy3,walk,1728533,1729533,true
sArea3_4Enemy3,idle,1731099,1733099,true
sArea3_4Enemy3,damage,1733833,1734833,false
sArea3_4Enemy3,attack1,1735100,1736433,true
sMobKabesiriH,start,1737666,1740500,false
sMobKabesiriH,scene3,1741233,1745900,true
sMobKabesiriH,scene2,1746466,1749800,true
sMobKabesiriH,scene1,1750133,1754133,true
sMobKabesiriH,pre_finish,1754799,1757366,true
sMobKabesiriH,finish,1757633,1760299,false
sMobKabesiriH,end_finish,1762266,1768266,false
sKeyArea1SmallH,start,1769600,1772100,false
sKeyArea1SmallH,scene53,1773233,1775633,true
sKeyArea1SmallH,scene52,1775866,1778533,true
sKeyArea1SmallH,scene51,1778599,1781800,true
sKeyArea1SmallH,scene43,1781933,1784066,true
sKeyArea1SmallH,scene42,1784266,1786933,true
sKeyArea1SmallH,scene41,1786933,1790133,true
sKeyArea1SmallH,scene33,1790333,1792733,true
sKeyArea1SmallH,scene32,1792800,1795466,true
sKeyArea1SmallH,scene31,1795566,1798766,true
sKeyArea1SmallH,scene3,1798933,1801333,true
sKeyArea1SmallH,scene23,1801600,1804266,true
sKeyArea1SmallH,scene22,1804366,1807366,true
sKeyArea1SmallH,scene21,1807500,1810700,true
sKeyArea1SmallH,scene2,1810833,1813500,true
sKeyArea1SmallH,scene1,1813533,1816733,true
sKeyArea1SmallH,pre_finish,1816866,1819200,true
sKeyArea1SmallH,gameover,1819300,1823300,true
sKeyArea1SmallH,finish,1824066,1827000,false
sKeyArea1SmallH,end_finish,1828266,1840699,false
sArea2GateH,start,1841699,1843366,false
sArea2GateH,scene3,1844133,1849699,true
sArea2GateH,scene2,1849699,1855033,true
sArea2GateH,scene1,1855566,1860900,true
sArea2GateH,pre_finish,1861033,1864033,true
sArea2GateH,finish,1864466,1868033,false
sArea2GateH,end_finish,1868766,1873100,false
sArea3Animation,scene6,1874633,1877833,true
sArea3Animation,scene5,1877966,1880966,true
sArea3Animation,scene4,1881200,1885466,true
sArea3Animation,scene3,1885633,1889366,true
sArea3Animation,scene2,1889933,1894599,true
sArea3Animation,scene1,1895366,1901366,true
sGameOver1,animation,1903566,1906899,true
sGameOver2,scene1,1909933,1915266,true
sGameOver2,finish,1915533,1918533,true
sGameOver3,scene1,1920433,1927099,true
sGameOver3,finish,1928000,1930333,true
sGameOver4,scene1,1934533,1938533,true
sGameOver4,finish,1938833,1941000,true
sMobOtosiana,scene3,1944266,1945266,true
sMobOtosiana,scene2,1947033,1949699,true
sMobOtosiana,scene1,1949966,1951333,true
sMobSarasidai,scene6,1954166,1956833,true
sMobSarasidai,scene5,1959333,1961533,true
sMobSarasidai,scene4,1964700,1968799,true
sMobSarasidai,scene3,1968799,1972799,true
sMobSarasidai,scene2,1974233,1978333,true
sMobSarasidai,scene1,1959666,1985133,true
sMobBed,area2_3,1985800,1988799,true
sMobBed,area2_2,1989166,1993166,true
sMobBed,area2_1,1993800,1997800,true
sMobBed,area1_3,1998266,2001599,true
sMobBed,area1_2,2002166,2006166,true
sMobBed,area1_1,2002966,2010966,true
sMobRoya1,scene4,2011600,2012600,true
sMobRoya1,scene3,2017733,2018733,true
sMobRoya1,scene2,2022633,2023633,true
sMobRoya1,scene1,2029800,2030800,true
sMobRoya2,scene1,2035566,2036566,true
sMobArea2Bell,idle,2040400,2041400,true
sMobArea2Bell,bell,2043900,2046966,true
MobArea2Ori,animation,2048633,2051966,true
MobArea2Hako,scene2,2053066,2054066,true
MobArea2Hako,scene1,2056300,2057300,true
sSeisiGateH,scene1,2061883,2063385,true
sSeisiGateH,scene3,2065000,2072315,true
sSeisiGateH,scene2,2073083,2075682,true
sSeisiGateH,pre_finish,2080717,2083656,true
sSeisiGateH,finish,2085068,2092131,true
sSeisiGateH,end_finish,2092900,2097566,true
sUpShopClueH1,scene1,2097583,2104285,true
sUpShopClueH1,scene3,2105417,2110192,true
sUpShopClueH1,scene2,2110468,2116861,true
sUpShopClueH1,pre_finish,2126700,2134027,true
sUpShopClueH1,finish,2134101,2139600,true
sUpShopClueH1,end_finish,2139600,2155100,true
sUpShopClueH2,scene1,2147117,2153252,true
sUpShopClueH2,scene3,2153816,2160296,true
sUpShopClueH2,scene2,2161401,2169967,true
sUpShopClueH2,pre_finish,2177650,2182678,true
sUpShopClueH2,finish,2184400,2189368,true
sUpShopClueH2,end_finish,2189368,2193951,true
